url,text
/government/speeches/sarah-teather-in-nursery-world-on-graduate-funding-for-early-years-workforce,"Sarah Teather in 'Nursery World' on graduate funding for Early Years workforce Children's Minister Sarah Teather announces continued funding for graduate programmes for the early years workforce in her column in 'Nursery World'."
/guidance/emergencies-and-severe-weather-schools-and-early-years-settings,"Emergency planning and response How schools and other educational settings should plan for and deal with emergencies, including severe weather and floods."
/government/news/number-of-childrens-centres-by-local-authority,"Number of children's centres by local authority Download details of the number of Sure Start children's centres in each local authority."
/government/publications/2010-to-2015-government-policy-childcare-and-early-education,"2010 to 2015 government policy: childcare and early education How the government is making childcare and early education accessible to more children to give them the best possible start."
/government/statistics/childcare-and-early-years-providers-survey-2011,"Childcare and early years providers survey: 2011 This report covers the latest findings from the Department for Education's regular survey of childcare and early years providers. The survey collects information on the characteristics of both providers and the workforce, including number of places and children and the qualifications of staff."
/government/statistics/childcare-and-early-years-providers-survey-2010,"Childcare and early years providers survey: 2010 This report covers the latest findings from the Department for Education's regular survey of childcare and early years providers."
/government/statistics/childcare-and-early-years-providers-survey-2013,"Childcare and early years providers survey: 2013 Statistics on the characteristics of childcare and early years provision, including the number of providers and children attending."
/government/statistics/foundation-stage-profile-attainment-by-pupil-characteristics-england-academic-year-2009-to-2010,"EYFSP attainment by pupil characteristics: 2009 to 2010 Early years foundation stage profile (EYFSP) assessments, by pupil characteristics in England, for academic year 2009 to 2010."
/government/news/childcare-support-will-be-paid-to-around-80000-more-households,"Childcare support will be paid to around 80,000 more households Childcare support will be paid to around 80,000 more households, Nick Clegg and Welfare Secretary Iain Duncan Smith announced today."
/government/news/professor-cathy-nutbrown-speaks-at-the-early-years-conference,"Professor Cathy Nutbrown speaks at the Early Years Conference Professor Nutbrown shares her recommendations on education for the very young."
/government/news/childcare-qualifications-overhaul,"Childcare qualifications overhaul The National College of Teaching and Leadership sets out more detail on what will be expected of the new early years teachers and early years educators."
/government/publications/pre-registration-briefing-for-those-wishing-to-become-childminders,"Become a childminder: pre-registration briefing This is a presentation of the pre-registration briefing for childminders."
/government/news/child-poverty-strategy-launched,"Child poverty strategy launched Supporting families into work, improving living standards and raising educational attainment are the fundamental aims set out in the government’s child poverty strategy."
/government/case-studies/gypsy-roma-and-traveller-pupils-supporting-access-to-education,"Gypsy, Roma and Traveller pupils: supporting access to education Schools showing successful practice in improving the attainment and attendance of Gypsy, Roma and Traveller (GRT) pupils. "
/government/publications/send-guide-for-parents-and-carers,"SEND: guide for parents and carers A guide on the support system for children and young people with special educational needs and disability (SEND)."
/government/news/a-focused-inspection-of-wiltshires-early-years-providers,"A focused inspection of Wiltshire's early years providers Too many early years settings inspected as part of a focused inspection in Wiltshire are not yet good. "
/government/publications/report-template-for-early-years-inspections-with-guidance,"Inspecting early years providers: reporting requirements for inspectors Inspection report writing guidance for early years inspectors."
/government/publications/the-early-education-pilot-for-two-year-old-children-age-five-follow-up,"The early education pilot for 2-year-old children: age 5 follow up A follow-up evaluation of the early education pilot for 2-year-old children."
/government/news/1-million-in-grants-paid-out-as-childcare-scheme-hits-milestone,"£1 million in grants paid out as childcare scheme hits milestone The childcare business grant has distributed £1 million to new childcare businesses - and there is still more money for worthy causes."
/government/publications/early-years-pedagogy-and-policy-an-international-study,"Early years pedagogy and policy: an international study A review of teaching practices in early years (under 5) settings worldwide."
/government/speeches/edward-timpson-speaks-about-mental-health-services-for-young-people,"Edward Timpson speaks about mental health services for young people Edward Timpson, Children’s Minister, speaks to the YoungMinds BOND National Conference about mental health services for young people. "
/government/statistics/announcements/early-years-foundation-stage-profile-results-2015-to-2016-additional-tables-containing-characteristic-breakdowns,"Early years foundation stage profile results: 2015 to 2016 - additional tables containing characteristic breakdowns  Early years foundation stage profile (EYFSP) assessments, by pupil characteristics in England, for academic year 2015 to 2016."
/government/news/press-briefing-afternoon-29-january-2013,"Press briefing - afternoon 29 January 2013 The Prime Minister's Spokesperson (PMS) answered questions on Mali and childcare"
/government/speeches/sarah-teather-to-daycare-trust-annual-conference,"Sarah Teather to Daycare Trust annual conference The Minister of State for Children and Families talks about the government's agenda for early years provision, including plans for Sure Start children's centres."
/government/publications/early-years-inspection-handbook-from-september-2015,"Early years inspection handbook from September 2015 Guidance for inspecting early years providers under the common inspection framework from September 2015."
/guidance/pupil-premium-virtual-school-heads-responsibilities,"Pupil premium: virtual school heads’ responsibilities How virtual school heads should manage the school-age pupil premium and the early years pupil premium for looked-after children."
/government/news/overhaul-to-englands-school-building-programme,"Overhaul to England’s school building programme Information on Michael Gove's plans to overhaul school capital investment in England, including details of Sebastian James's review."
/government/publications/memorandum-of-understanding-between-ofsted-and-hesc,"Memorandum of understanding between Ofsted and HESC Memorandum of understanding between Ofsted and the First-tier Tribunal of the Health, Education and Social Care Chamber (HESC)."
/government/collections/departmental-advice-schools,"Schools: departmental advice The Department for Education’s advice publications for schools and local authorities."
/guidance/2016-early-years-foundation-stage-assessment-and-reporting-arrangements-ara/section-1-introduction,"2016 Early years foundation stage: assessment and reporting arrangements (ARA): Section 1: Introduction About the EYFS ARA and how to use the new manuals format"
/government/publications/early-years-pupil-premium-model-document-and-letter-for-parents,"Early years pupil premium: model form and letter for parents Model form and letter to help providers of early years education identify which children are eligible for the early years pupil premium."
/government/publications/inspection-outcomes-of-early-years-providers-by-staff-qualifications--2,"Inspection outcomes of early years providers by staff qualifications Inspection outcomes for providers of childcare on non-domestic premises where staff qualification information is recorded."
/government/publications/2016-assessment-and-reporting-arrangements-pdf-format-versions,"2016 assessment and reporting arrangements: PDF format versions PDF format versions of the 2016 assessment and reporting arrangements (ARA)"
/government/publications/are-you-ready-good-practice-in-school-readiness,"Helping disadvantaged children start school Ofsted survey report looking at how the most successful early years providers ensure that disadvantaged children are prepared to start school."
/government/news/25-million-injection-to-help-life-changing-childrens-services,"£25 million injection to help ‘life-changing’ children’s services Education Secretary announces vulnerable children and young people will benefit from grants to voluntary organisations."
/government/speeches/edward-timpson-speaks-at-the-young-carers-conference,"Edward Timpson speaks at the Young Carers' conference Edward Timpson speaks about the importance of support for young carers. "
/government/publications/childcare-sufficiency-and-sustainability-in-disadvantaged-areas,"Childcare sufficiency and sustainability in disadvantaged areas This study explored how successful local authorities have been in securing the sustainability of childcare places in disadvantaged areas."
/find-registered-childminder,"Find a registered childminder Contact your local council to find a registered childminder - Family Information Service, early years education, childcare and family support in your area"
/government/speeches/edward-timpson-talks-about-special-educational-needs-reforms,"Edward Timpson talks about special educational needs reforms Children’s Minister Edward Timpson addresses the Association of Directors of Children’s Services (ADCS) annual conference."
/government/publications/improving-boys-literacy-skills,"Improving boys’ literacy skills Ofsted good practice example showing how Greenfields Children’s Centre uses assessment to close gaps, especially in literacy."
/government/speeches/nick-gibb-to-the-association-of-teachers-and-lecturers-2011-conference,"Nick Gibb to the Association of Teachers and Lecturers 2011 Conference The Schools Minister addresses the Association of Teachers and Lecturers 2011 annual conference in Liverpool on government education policy."
/government/publications/the-quality-of-group-childcare-settings-used-by-3-to-4-year-old-children-in-sure-start-local-programme-areas-and-the-relationship-with-child-outcomes,"Group childcare quality in Sure Start areas and child outcomes Report into the characteristics and quality of group childcare for children in areas served by Sure Start local programmes."
/government/publications/early-years-online-self-evaluation-form-sef-and-guidance-for-providers-delivering-the-early-years-foundation-stage,"Inspecting early years providers: online self evaluation form Self evaluation form linked to the judgements that Ofsted will make at inspection."
/government/speeches/michael-gove-at-the-national-college-annual-conference,"Michael Gove at the National College annual conference The Education Secretary speaks about the department's new policies aimed at recruiting and training the next generation of teachers."
/government/news/minister-hosts-celebration-to-thank-early-years-providers,"Minister hosts celebration to thank early years providers Childcare Minister Sam Gyimah thanks childcare providers for helping his ‘moral mission’ to give the best possible childcare to parents."
/government/news/childminder-choice-has-never-been-better-thanks-to-first-agency,"Childminder choice has never been better thanks to first agency St Bede Academy in Bolton is first childminder agency in the country to be given the green light."
/government/collections/study-of-early-education-and-development-seed,"Study of early education and development (SEED) Research about the current childcare and early education model in England."
/register-childminder-agency-england,"Register as a childminder agency in England You must register on the Ofsted Childcare Register and/or the Early Years Register to set up a childminder agency in England, includes how long it takes, fees and how to apply"
/government/publications/requirements-for-completing-a-childrens-centre-inspection-evidence-base-from-april-2013,"Inspecting children's centres: completing an evidence base This document is for reference only. New guidance will be published in due course."
/government/publications/government-response-to-the-children-schools-and-families-committee-report-on-early-years-single-funding-formula,"Government response to the report on the early years single funding formula This document responds to the select committee’s overall conclusions on the single funding formula and its specific recommendations."
/government/news/plans-to-manage-school-and-further-education-inspections-in-house,"Plans to manage school and further education inspections in-house From September 2015 Ofsted will no longer contract with Inspection Service Providers (ISPs) for school and further education inspections."
/government/news/dame-clare-tickell-responds-to-inaccurate-reports-about-her-review-of-the-eyfs,"Dame Clare Tickell responds to inaccurate reports about her review of the EYFS Dame Clare Tickell writes to the Times Educational Supplement about her independent review of the early years foundation stage."
/government/news/two-in-every-five-london-children-are-not-school-ready-by-age-5,"Two in every five London children are not school ready by age 5 PHE has published a new report showing how prepared London children are to succeed in school cognitively, socially and emotionally."
/government/statistics/early-years-foundation-stage-profile-results-in-england-academic-year-2009-to-2010,"Early years foundation stage profile results: 2009 to 2010 Results of the 2010 early years foundation stage profile (EYFSP) assessments at a national and local-authority level."
/government/speeches/lord-hill-to-the-sixth-form-colleges-forum,"Lord Hill to the Sixth Form Colleges Forum The Parliamentary Under-Secretary of State for Schools talks about the impact the Government's educational reforms will have on sixth form colleges."
/government/news/nick-clegg-hails-a-revolution-in-free-pre-school-education,"Nick Clegg hails a revolution in free pre-school education The Deputy Prime Minister is today hailing a transformation in free early education as he announces a shake-up of the way it is delivered."
/government/speeches/fairer-school-funding,"Fairer school funding Schools Minister David Laws' written ministerial statement on additional funding for the least fairly funded local areas in England."
/government/publications/payment-by-results-in-childrens-centres-evaluation,"Payment by results in children’s centres evaluation Research looking at a trial of payment by results for children’s centres services."
/government/news/no-notice-behaviour-inspections-begin,"No notice behaviour inspections begin Ofsted Chief Inspector announced the start of a programme of unannounced school visits where standards of behaviour are cause for concern."
/government/publications/schools-block-funding-allocations-2015-to-2016,"Schools block funding allocations 2015 to 2016 The schools block allocations for individual maintained schools and academies for 2015 to 2016."
/government/statistics/neighbourhood-statistics-small-area-early-years-foundation-stage-profile-national-curriculum-assessment-gcse-and-equivalent-and-post-16-attainment,"Neighbourhood statistics: small area pupil attainment - 2009 The tables provide 2009 information on residency-based pupil attainment broken down by gender, free school meal eligibility and ethnicity."
/government/collections/ofsteds-early-years-report-2015,"Ofsted's early years report 2015 Ofsted's report for 2015 on the performance of the early years sector and supporting resources."
/government/speeches/sam-gyimah-childcare-our-moral-mission,"Sam Gyimah: childcare - our moral mission Childcare Minister Sam Gyimah discusses what childcare providers can do to deliver what is wanted by the modern working family."
/government/news/a-third-of-children-reach-expected-level-in-pilot-of-phonics-check,"A third of children reach expected level in pilot of phonics check Gibb: “Phonics is the proven method that will drive up reading standards.”"
/government/speeches/written-ministerial-statement-by-michael-gove-on-schools-financial-settlement-education-spending--2,"Written ministerial statement by Michael Gove on schools financial settlement - education spending Education Secretary Michael Gove's written ministerial statement on the schools financial settlement with regard to education spending."
/government/publications/qualitative-research-into-families-experiences-and-behaviours-in-the-childcare-affordability-pilots-cap09-100-costs-pilot,"Qualitative research into families' experiences and behaviours in the childcare affordability pilots 2009 Reports summarising research into the 3 childcare affordability pilots (CAP09) launched by HMRC and DfE in 2009."
/government/publications/using-a-health-led-model-to-ensure-children-in-the-area-are-known-to-childrens-centres,"Ensuring children’s centres know about children in the area Ofsted good practice example showing how children’s centres can use a health-led model to ensure that families in the area get coordinated support."
/guidance/changes-to-education-inspection-from-september-2015,"Changes to education inspection from September 2015 Details of the changes to how Ofsted will inspect early years provision, schools and further education and skills from September 2015."
/government/publications/eyfs-profile-2012-technical-specification,"EYFSP 2012: technical specification This document defines the scope of, and business rationale for, the early years foundation stage profile 2012 (EYFSP) return."
/government/publications/governments-response-to-the-heseltine-review-into-economic-growth,"Government’s response to the Heseltine review into economic growth This paper sets out the government's response to Lord Heseltine's Review into economic growth, 'No Stone Unturned'."
/government/publications/section-251-budget-workbooks-2014-to-2015,"Section 251 budget workbooks: 2014 to 2015 Budget and output statements on the planned expenditure of local authorities."
/government/news/20-million-funding-to-help-children-adopted-from-care,"£20 million funding to help children adopted from care An extra 10,000 schoolchildren adopted from care to benefit from additional pupil premium money."
/government/publications/education-services-grant-2015-to-2016,"Education services grant 2015 to 2016 Information about how we calculate education services grant (ESG) rates and local authority allocations for 2015 to 2016."
/government/statistics/early-years-and-childcare-inspections-and-outcomes-september-2014-to-december-2014,"Early years and childcare inspections and outcomes September 2014 to December 2014 Official statistics covering September 2014 to December 2014 provisional and July 2014 to August 2014 revised."
/government/publications/the-early-years-foundations-for-life-health-and-learning-an-independent-report-on-the-early-years-foundation-stage-to-her-majestys-government,"Tickell review of the early years foundation stage A review into the impact of the early years foundation stage (EYFS) on children's learning and development, and  early years practitioners."
/government/publications/childcare-sector-focus-on-enforcement-regulatory-review,"Childcare sector: Focus on Enforcement regulatory review Initial findings from the Focus on Enforcement review of the childcare sector."
/government/speeches/elizabeth-truss-speaks-about-how-schools-can-support-parents,"Elizabeth Truss speaks about how schools can support parents Elizabeth Truss, Education and Childcare Minister, speaks to CityFathers about schools, childcare and parents. "
/government/news/parents-to-be-given-new-freedoms-to-run-their-local-childrens-centres,"Parents to be given new freedoms to run their local children's centres News of changes to the running of local children's centres."
/government/news/new-ofsted-chair-announced,"New Ofsted chair announced David Hoare appointed as Ofsted Chair."
/government/statistics/announcements/childcare-and-early-years-survey-of-parents-2014-to-2015,"Childcare and early years survey of parents: 2014 to 2015 Report providing the main findings of the 2014 to 2015 survey from the childcare and early years survey of parents series."
/government/news/response-to-telegraph-story-on-the-erosion-of-childhood,"Response to Telegraph story on the 'erosion' of childhood The Children's Minister comments on concerns raised by the Daily Telegraph on Saturday 24th September. "
/government/publications/results-of-the-early-years-foundation-stage-profile-pilot,"Results of the early years foundation stage profile pilot This report describes the results of the pilot to support the introduction of the new profile."
/government/publications/helping-families-get-ready-for-school-at-little-stars-childcare-centre,"Getting ready for school: helping families at a childcare centre Ofsted good practice example showing how Little Stars Childcare Centre supports families to be ready for school."
/government/news/press-briefing-morning-18-march-2013,"Press briefing - morning 18 March 2013 The Prime Minister's Spokesperson (PMS) answered questions on the Leveson Inquiry, childcare and recall powers for MPs."
/government/news/press-briefing-morning-9-may-2013,"Press briefing: morning 9 May 2013 The Prime Minister's Spokesperson (PMS) answered questions on childcare, Lynton Crosby, the economy, Russia and Syria, and IPSA."
/government/publications/become-a-childcare-provider-health-declaration,"Become a childcare or children's social care provider: health declaration Health declaration form for childcare or children's social care registration."
/government/publications/childcare-bill-policy-statement,"Childcare Bill: policy statement The government’s intention to extend free entitlement to childcare."
/government/news/future-of-education-inspection-regional-launch-events,"Future of education inspection: regional launch events Learn more about the changes to the way Ofsted inspects schools, further education and skills and early years provision from September at regional events."
/government/publications/impact-assessment-opinion-amendments-to-the-early-years-and-general-childcare-registers,"Impact assessment opinion: Amendments to the Early Years and General Childcare registers Evaluation of the Department for Education impact assessment for Amendments to the Early Years and General Childcare registers"
/government/publications/department-for-education-annual-report-and-accounts-financial-year-2010-to-2011,"Department for Education annual report and accounts: financial year 2010 to 2011 Report showing the government’s output and planned expenditure for the financial year 2011 to 2012."
/government/organisations/department-for-education/about,"Department for Education – About us The Department for Education is responsible for education, children’s services, higher and further education policy, apprenticeships and wider skills in England, and equalities. We work to achieve a highly educated society in which opportunity is equal for all, no matter what their background or family circumstances."
/government/news/sure-start-childrens-centres-statutory-guidance,"Sure Start children’s centres statutory guidance Details of the government's new approach to Sure Start children’s centres through statutory guidance."
/government/publications/childcare-provision-views-and-experiences-of-childminders,"Study of early education and development: views of childminders Childminders' views and experiences of early education and development."
/government/publications/early-years-benchmarking-tool,"Early years benchmarking tool Information on indicators of local authority (LA) early education services, and ways to compare an individual LA to other LAs."
/government/news/munro-review-of-child-protection-government-response,"Munro Review of Child Protection: government response Ministers write to health, police, education and early years’ services setting out plans for reform"
/government/publications/fairer-schools-funding-arrangements-for-2015-to-2016,"Fairer schools funding: arrangements for 2015 to 2016 Information about funding arrangements for schools in 2015 to 2016."
/government/speeches/michael-gove-to-the-local-government-association,"Michael Gove to the Local Government Association At the LGA conference in Bournemouth, the Secretary of State outlines planned improvements in education and children's services."
/government/publications/ofsted-early-years-annual-report-201213,"Ofsted early years annual report 2012/13 Ofsted's first dedicated annual report for the early year's sector."
/government/news/early-education-is-better-than-ever-but-attainment-gap-remains,"Early education is better than ever but attainment gap remains Poorer children’s development is continuing to rise in line with their classmates, but the attainment gap not narrowed. "
/government/speeches/michael-gove-to-the-durand-academy,"Michael Gove to the Durand Academy The Secretary of State talks about the making of an 'educational underclass'."
/government/news/100-million-to-support-the-education-of-children-in-care,"£100 million to support the education of children in care Funding to support the education of children in care is to more than double from April 2014, announces Children’s Minister Edward Timpson."
/government/publications/childrens-experiences-of-the-early-years-foundation-stage,"Children's experiences of the early years foundation stage This project gathered children's views on their experiences in a range of early years settings."
/government/news/funding-for-phonics-teaching-to-improve-childrens-reading,"Funding for phonics teaching to improve children’s reading Schools Minister announces matched funding scheme for phonics resources to drive up reading standards."
/government/statistics/neighbourhood-statistics-in-england-academic-year-2012-to-2013,"Neighbourhood statistics in England: academic year 2012 to 2013 This publication provides 2013 data on residency-based pupil attainment and absence by gender, free school meal eligibility and ethnicity."
/government/publications/information-for-parents-about-ofsteds-role-in-regulating-childcare,"Inspecting registered childcare providers: information for parents How Ofsted regulates childcare and what parents should do if they have concerns about their provider."
/government/statistics/announcements/early-years-providers-and-places--2,"Early Years providers and places Data covers the period September 2014 to March 2015"
/government/speeches/making-britain-fit-for-modern-families-speech-by-nick-clegg,"Making Britain fit for modern families: speech by Nick Clegg The Deputy Prime Minister gave a speech on helping Britain’s working families on 2 September 2013. "
/government/news/special-educational-needs-and-disabilities-green-paper-20-pathfinders-to-test-proposals,"Special educational needs and disabilities green paper pathfinders 20 pathfinders will test the main proposals in the special educational needs and disabilities green paper."
/government/statistics/eyfsp-attainment-by-pupil-characteristics-2013,"EYFSP attainment by pupil characteristics: 2012 to 2013 Early years foundation stage profile (EYFSP) assessments, by pupil characteristics in England, for academic year 2012 to 2013."
/government/news/government-trials-parenting-classes-for-all-parents-of-children-under-5,"Government trials parenting classes for all parents of children under 5 Information on a new scheme to help prevent pupil behaviour problems."
/government/statistics/childcare-and-early-years-survey-of-parents-2011,"Childcare and early years survey of parents: 2011 Findings of the 2011 survey from the childcare and early years survey of parents series."
/government/statistics/childcare-and-early-years-survey-of-parents-2010,"Childcare and early years survey of parents: 2010 Findings from the 2010 survey in the childcare and early years survey of parents series."
/government/speeches/written-ministerial-statement-by-sarah-teather-on-the-early-years-foundation-stage,"Written ministerial statement by Sarah Teather on the early years foundation stage Sarah Teather MP on the new, simpler and clearer early years foundation stage framework."
/guidance/early-years-initial-teacher-training-funding-guidance,"Early years initial teacher training: funding guidance Funding guidance for early years initial teacher training (ITT) providers."
/guidance/early-years-foundation-stage-profile,"Early years foundation stage profile return: how to submit data How local authorities should submit data from early years providers to complete the early years foundation stage profile (EYFSP) return."
/government/news/free-childcare-for-disadvantaged-2-year-olds-to-be-guaranteed-in-law,"Free childcare for disadvantaged 2-year-olds to be guaranteed in law Children's Minister Sarah Teather outlines the first steps in the government's reform of early years education."
/government/publications/using-the-physical-environment-as-a-tool-for-teaching,"Using the physical environment as a tool for teaching Ofsted good practice example showing how Netherfield Primary School uses resources and space to provide outstanding learning experiences."
/government/news/education-bill-gives-secretary-of-state-new-powers-to-intervene-in-underperforming-schools,"Education Bill gives Secretary of State new powers to intervene in underperforming schools Measures proposed to root out bad behaviour, tackle underperformance and improve accountability of schools."
/government/publications/pre-school-influences-on-children-and-young-peoples-outcomes,"Pre-school influences on children and young people’s outcomes Research into the long-term effect of pre-school on children’s education and development throughout compulsory schooling."
/government/publications/the-impact-of-the-early-years-foundation-stage,"The impact of the Early Years Foundation Stage Ofsted survey report evaluating the impact that the introduction of the Early Years Foundation Stage has had on provision."
/national-curriculum,"The national curriculum The English national curriculum means children in different schools (at primary and secondary level) study the same subjects to similar standards - it's split into key stages with tests"
/government/publications/eyfs-profile-2013-technical-specification,"EYFSP 2013: technical specification This document defines the scope of, and business rationale for, the early years foundation stage profile (EYFSP) 2013 return."
/government/speeches/sarah-teather-on-reforming-early-years,"Sarah Teather on reforming Early Years Children’s Minister Sarah Teather confirms plans for a reformed Early Years Foundation Stage."
/government/publications/childrens-centres-in-england-evaluation-survey-of-families,"Children’s centres in England evaluation: survey of families Research on children’s centres and the services they offered between 2012 and 2014."
/government/publications/become-a-childminder-agency,"Become a childminder agency Application forms to complete to register with Ofsted and the notification form to tell Ofsted about changes."
/government/publications/the-impact-of-sure-start-local-programmes-on-5-year-olds-and-their-families,"The impact of Sure Start local programmes on 5- and 7-year-olds Evaluations into whether children who were part of a Sure Start local programme still feel the benefits aged 5 and 7. "
/government/publications/integrated-review-at-age-2-implementation-study,"Integrated review at age 2: implementation study Exploring the effect of integrating the early years foundation stage (EYFS) progress check with the healthy child programme (HCP) check."
/government/speeches/written-ministerial-statement-by-michael-gove-on-education-funding,"Written ministerial statement by Michael Gove on education funding The Education Secretary sets out education funding for 2012-13."
/government/organisations/department-for-education/about/complaints-procedure,"Department for Education – Complaints procedure How we handle your complaints, and advice on how to complain about a school, an early years provider or a children's social care service.
"
/government/news/press-briefing-morning-22-march-2013,"Press briefing: morning 22 March 2013 The Prime Minister's Spokesperson (PMS) answered questions on Cyprus, immigration, help to buy, benefits, energy supplies and childcare."
/government/statistics/neighbourhood-statistics-small-area-pupil-attainment-and-absence-by-pupil-characteristics-in-england-academic-year-2010-to-2011,"Neighbourhood statistics in England: academic year 2011 to 2012 Pupil attainment data, grouped by gender, ethnicity and free school meal eligibility, broken down by the area in which pupils live."
/government/news/more-than-100-free-schools-applications-approved,"More than 100 free schools applications approved Michael Gove gives green light to 102 more free schools that will create more than 50,000 extra school places when full.   "
/government/news/message-from-michael-gove-regarding-funding-reform,"Message from Michael Gove regarding funding reform A message from Michael Gove to MPs regarding reforms to the school funding system."
/government/publications/evaluation-of-childrens-centres-in-england-ecce-strand-1-first-survey-of-childrens-centre-leaders-in-the-most-deprived-areas,"First survey of children's centre leaders in the most deprived areas Evaluation of children’s centres in England, providing estimates on different aspects of provision and exploring models of provision."
/government/news/4-million-to-fund-free-nursery-places-in-15-areas,"£4 million to fund free nursery places in 15 areas From today 15 local authorities will benefit from £4 million of government funding to provide free early learning and childcare to the most disadvantaged two year olds in their communities."
/government/speeches/sarah-teather-article-in-nursery-world-on-early-education-and-disadvantaged-children,"Sarah Teather article in 'Nursery World' on early education and disadvantaged children Children's Minister Sarah Teather writes in Nursery World about the Government's commitment to early years education for the most deprived children."
/government/publications/childrens-centre-inspection-handbook-for-inspections-from-april-2013,"Inspecting children's centres: guidance for inspectors This document is for reference only. The new handbook will be published in due course."
/government/statistics/provision-for-children-under-5-years-of-age-in-england-january-2010,"Education provision: children under 5 years of age, January 2010 Data on early years education, including the number of funded places and 3- and 4-year-olds benefiting from some free early years education."
/government/speeches/elizabeth-truss-speaks-about-early-years-teachers,"Elizabeth Truss speaks about early years teachers Childcare Minister Elizabeth Truss speaks at Policy Exchange about the quality of teaching in the early years."
/government/news/free-pre-school-education-deputy-prime-minister-hails-a-revolution,"Free pre-school education: Deputy prime minister hails a revolution Nick Clegg announces a shake-up in the way free early education is delivered."
/government/statistics/provision-for-children-under-5-years-of-age-in-england-january-2012,"Education provision: children under 5 years of age, January 2012 Early years provision for children under 5 years of age in the local-authority-maintained, private, voluntary and independent sectors."
/government/speeches/nicky-morgan-speaks-at-early-intervention-foundation-conference,"Nicky Morgan speaks at Early Intervention Foundation conference The Education Secretary announces £8.5 million for innovative new schemes to provide families with mental health support."
/government/publications/information-and-communication-technology-is-not-just-computers,"Information and communication technology is not just computers Ofsted good practice example showing how a childminder prepares children for a world that is increasingly dependent on technology."
/government/speeches/unseen-children,"Unseen children Given at Church House, Westminster, on 20 June 2013 to launch the report Unseen children: educational access and achievement 20 years on."
/government/news/number-of-2-year-olds-eligible-for-free-childcare-to-double,"Number of 2-year-olds eligible for free childcare to double Parents should check if their 2-year-olds will be eligible for free childcare when the amount on offer doubles next week."
/government/news/honours-list-2014-education-and-childrens-services,"Honours list 2014: education and children’s services The New Year list includes headteachers, teachers, school governors, foster carers, people working in adoption and supporting families."
/government/news/childrens-minister-sarah-teather-comments-on-the-launch-of-the-cross-government-child-poverty-strategy,"Children's Minister Sarah Teather comments on the launch of the cross-government child poverty strategy Children's Minister comments on the publication of the government's child poverty strategy."
/government/news/nurseries-must-do-more-to-give-children-the-best-start-in-life,"Nurseries 'must do more' to give children the best start in life Minister Sam Gyimah has called on nurseries to take action after statistics show not enough children are making good progress."
/government/publications/schools-block-funding-formulae-2014-to-2015,"Schools block funding formulae 2014 to 2015 Analysis of local authorities’ schools block funding formulae.

"
/government/publications/traveller-children-uptake-in-the-early-years-foundation-stage,"Traveller children uptake in the Early Years Foundation Stage Ofsted good practice example showing how Holy Family Catholic Primary School raises Traveller pupil uptake at Early Years Foundation Stage."
/government/statistics/early-years-and-childcare-registered-providers-inspections-and-outcomes-july-to-august-2014,"Early years and childcare: registered providers inspections and outcomes July to August 2014 Official statistics covering July to August 2014 provisional and April to June 2014 final."
